Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
17-Mar-20,297.25,307.7,280.4,282.3,295.2429638,1389030,18673,410101334,169262,12.19,27.3,-14.95
18-Mar-20,290,293,275.85,280.9,281.5580755,1360755,18148,383131559,270844,19.9,17.15,-9.1
19-Mar-20,271,284.2,260.8,271.95,274.0299067,1670531,20531,457775454,413559,24.76,23.4,0.95
20-Mar-20,277.7,305,274.7,298.05,287.144851,1274565,20025,365984777,186565,14.64,30.3,20.35
23-Mar-20,271,279,253.7,271.15,265.6723472,940114,17339,249762293,303094,32.24,25.3,0.15
24-Mar-20,285,285.8,258.7,271.75,269.5227481,701642,12515,189108480,122773,17.5,27.1,-13.25
25-Mar-20,268,294.4,267,285.65,281.7767586,599172,10765,168832744,83210,13.89,27.4,17.65
26-Mar-20,289,295.55,280.1,285.75,288.8079757,648517,10245,187296882,101590,15.66,15.45,-3.25
27-Mar-20,289,294.5,274.2,277.35,280.7989357,1145330,13488,321607445,425172,37.12,20.3,-11.65
30-Mar-20,272.8,272.8,250.9,254.15,260.2148652,902431,20484,234825961,295354,32.73,21.9,-18.65
31-Mar-20,261.25,272.35,259.95,269.75,266.675684,926590,14319,247099022,99709,10.76,12.4,8.5
01-Apr-20,267,268,258.3,266.45,262.2661292,831194,12870,217994033,298767,35.94,9.7,-0.55
03-Apr-20,266.45,268.45,251.05,253.85,255.7397054,689365,12589,176298002,202074,29.31,17.4,-12.6
07-Apr-20,264.8,277.35,261.2,276.15,270.42575,904491,13757,244597657,163335,18.06,16.15,11.35
08-Apr-20,271,292.9,267.85,274.7,281.7684357,1262336,18892,355686440,248865,19.71,25.05,3.7
09-Apr-20,280,289.5,278,284.8,283.5508996,843573,10961,239195883,227161,26.93,11.5,4.8
13-Apr-20,284.9,292,274.1,282.5,281.8066381,944969,14318,266298537,119820,12.68,17.9,-2.4
15-Apr-20,285,295.6,281.85,285.15,289.7272071,1233507,15283,357380538,408831,33.14,13.75,0.15
16-Apr-20,277,291.7,276.2,288.6,285.5810877,667629,8927,190662216,67366,10.09,15.5,11.6
17-Apr-20,296.4,300,285.55,293.3,290.8139148,829335,9939,241182158,99882,12.04,14.45,-3.1
20-Apr-20,295,295.05,285.2,286.4,289.3077399,473130,6990,136880171,113788,24.05,9.85,-8.6
21-Apr-20,283,283,263.5,266.05,266.6561312,852869,17172,227422748,331665,38.89,19.5,-16.95
22-Apr-20,266,269.65,259.25,268.55,265.2198418,595883,8905,158039995,102872,17.26,10.4,2.55
23-Apr-20,270,278.9,269.2,270.35,274.7084092,743463,11439,204235538,248624,33.44,9.7,0.35
24-Apr-20,266.4,273.8,264.25,267.8,270.3052649,639828,7672,172948877,208949,32.66,9.55,1.4
27-Apr-20,272.75,276.85,270.5,271.7,273.3300059,556593,9488,152133568,185151,33.26,6.35,-1.05
28-Apr-20,272.55,275.4,269.65,273.55,272.5461944,320699,4582,87405292,51576,16.08,5.75,1
29-Apr-20,274.45,286,271.4,282.5,282.0753893,907065,15482,255860713,209288,23.07,14.6,8.05
30-Apr-20,289,304.3,289,298.45,297.5181909,1142411,16726,339888054,287708,25.18,15.3,9.45
04-May-20,286,286.2,270.6,273.7,273.8176836,736467,14226,201657688,315743,42.87,15.6,-12.3
05-May-20,277.95,282.35,271.1,272.7,276.7390899,526369,8942,145666878,64215,12.2,11.25,-5.25
06-May-20,274,280.5,272.2,277.65,276.9430901,411264,6545,113896723,61000,14.83,8.3,3.65
07-May-20,276.9,282.75,275,275.85,278.5509139,468438,6284,130483833,65815,14.05,7.75,-1.05
08-May-20,282,283.5,272.1,272.85,277.1419807,448568,7535,124317024,126615,28.23,11.4,-9.15
11-May-20,277,282.95,275.1,276.2,279.087964,432393,8177,120675682,85402,19.75,7.85,-0.8
12-May-20,272.85,276.7,264.65,273.85,269.5733604,804780,12955,216947249,153360,19.06,12.05,1
13-May-20,286,287.55,273.65,276.8,280.9140132,767920,11673,215719489,154093,20.07,13.9,-9.2
14-May-20,273,275.3,267.35,268.6,270.3742654,552159,10986,149289584,215690,39.06,7.95,-4.4
15-May-20,270.9,276.8,268.75,273.45,273.600905,642629,9354,175823876,106287,16.54,8.05,2.55
18-May-20,274.75,276.25,262.55,266.45,267.2687432,588588,8708,157311175,111338,18.92,13.7,-8.3
19-May-20,271,280.15,267.65,271.95,275.029624,1060998,12925,291805881,140186,13.21,12.5,0.95
20-May-20,271.1,284,270,283.3,280.1426454,767869,11544,215112853,190844,24.85,14,12.2
21-May-20,283.3,286.2,278.6,283.6,282.7718748,525707,7451,148655154,67797,12.9,7.6,0.3
22-May-20,280,280.2,273.3,274.45,276.225015,521112,7204,143944170,116482,22.35,6.9,-5.55
26-May-20,277.85,284.2,277,280.5,281.6614046,527934,7390,148698632,89174,16.89,7.2,2.65
27-May-20,282,290.25,279.15,287.95,283.5741691,516057,7698,146340435,96767,18.75,11.1,5.95
28-May-20,291.25,298.5,289.55,295.15,294.0876274,1064017,11339,312914235,151745,14.26,8.95,3.9
29-May-20,292,296.75,287.7,295.2,291.6984977,520477,7377,151822359,63933,12.28,9.05,3.2
01-Jun-20,300,317.75,300,315.05,313.6388505,1189574,17119,373096622,208997,17.57,17.75,15.05
02-Jun-20,317.3,323.2,314.7,319.3,319.3762267,992819,11199,317082786,119142,12,8.5,2
03-Jun-20,325,326.1,315.2,317.2,321.6196241,667495,7507,214679491,104790,15.7,10.9,-7.8
04-Jun-20,316.15,322.6,314.85,320.15,319.4384012,651595,7279,208144465,103819,15.93,7.75,4
05-Jun-20,324.9,343.45,324.85,339.35,337.0892935,1581324,18414,533047390,261200,16.52,18.6,14.45
08-Jun-20,345.1,350.45,327.3,333.65,339.5496165,1046719,12806,355413035,176492,16.86,23.15,-11.45
09-Jun-20,335.5,343.95,329,332.35,337.3489128,740374,10130,249764364,103542,13.98,14.95,-3.15
10-Jun-20,330.75,331.2,322.1,324.25,325.4547632,611980,9095,199171806,108442,17.72,9.1,-6.5
11-Jun-20,322.65,323.65,311.05,313.35,317.5533524,815614,10354,259000960,207908,25.49,12.6,-9.3
12-Jun-20,302,320.55,300.1,317.5,306.1869948,1013007,13910,310169569,368436,36.37,20.45,15.5
15-Jun-20,314.4,315,302.75,306.05,307.1924287,980945,13446,301338877,149212,15.21,12.25,-8.35
16-Jun-20,313,322.45,301.5,308.85,312.0760902,1465602,17207,457379342,296353,20.22,20.95,-4.15
17-Jun-20,308.85,314.3,305.1,308.25,310.3193632,431324,6694,133848189,57093,13.24,9.2,-0.6
18-Jun-20,308.15,319,307.5,318.1,314.6093857,704370,15720,221601413,223141,31.68,11.5,9.95
19-Jun-20,321.85,325.85,317.5,320.7,321.4882341,830917,10683,267130039,302934,36.46,8.35,-1.15
22-Jun-20,320.7,327.9,318.35,325.95,322.7786046,1021557,13800,329736743,393517,38.52,9.55,5.25
23-Jun-20,326.4,333.45,326.1,331.9,330.0285839,1266166,16195,417870972,598130,47.24,7.35,5.5
24-Jun-20,336.9,338.05,324.9,326.05,332.9614689,1228956,15405,409194995,576474,46.91,13.15,-10.85
25-Jun-20,321.1,327.3,321.05,323.1,324.4361463,597781,8527,193941764,90614,15.16,6.25,2
26-Jun-20,324.25,330,322.7,323.9,327.0674302,684367,9929,223834156,302650,44.22,7.3,-0.35
29-Jun-20,321.5,325.65,312.25,321.25,317.0653454,901196,11341,285738021,355159,39.41,13.4,-0.25
30-Jun-20,320.6,337.6,320.6,326.65,331.9686292,1656988,22993,550068035,278159,16.79,17,6.05
01-Jul-20,328.25,329,320.5,323.85,323.3683346,566694,6727,183250895,186793,32.96,8.5,-4.4
02-Jul-20,325.8,337.55,324.5,334.95,330.2754494,1140634,14456,376723407,461751,40.48,13.05,9.15
03-Jul-20,336,337,328.15,329.95,332.0880032,899229,9804,298623163,464873,51.7,8.85,-6.05
06-Jul-20,332.15,341.5,330.3,338.75,337.5601518,1086518,15067,366765181,362186,33.33,11.2,6.6
07-Jul-20,338,338.4,328.5,330.15,332.0067903,628835,30175,208777490,250738,39.87,9.9,-7.85
08-Jul-20,332.2,346.2,332.2,334.2,339.8141156,801950,11445,272513930,137533,17.15,14,2
09-Jul-20,337,348.4,337,344.4,345.0965287,951510,13348,328362798,206999,21.75,11.4,7.4
10-Jul-20,343.5,344.3,335.05,338.6,338.798762,629235,7705,213184039,96255,15.3,9.25,-4.9
13-Jul-20,342.3,347.2,338.6,342,342.4115209,885797,11347,303307098,444024,50.13,8.6,-0.3
14-Jul-20,339.5,339.5,332.85,336.8,335.8442661,616693,6484,207112808,306329,49.67,6.65,-2.7
15-Jul-20,339.1,346.3,338,339.15,343.2289065,1276652,13023,438183870,553603,43.36,8.3,0.05
16-Jul-20,339.9,346.3,331.75,341.75,337.9583634,606149,8338,204853124,158731,26.19,14.55,1.85
17-Jul-20,346.6,356.6,345.15,350.9,352.7936611,1312157,21446,462920672,329382,25.1,11.45,4.3
20-Jul-20,353.9,354.7,346.7,352.4,350.300513,621434,7630,217688649,188332,30.31,8,-1.5
21-Jul-20,356,360.55,349.6,359.1,354.5292292,505624,7768,179258487,93860,18.56,10.95,3.1
22-Jul-20,362,362.85,346.75,350.1,355.2576271,1251891,12660,444743826,155247,12.4,16.1,-11.9
23-Jul-20,350.1,356.3,347.7,352,352.2249947,638144,7603,224770267,97210,15.23,8.6,1.9
24-Jul-20,348,349.75,342.75,346.05,345.774436,577202,7591,199581696,82451,14.28,7,-1.95
27-Jul-20,350,353.9,344.5,352.85,351.0626181,797788,8449,280073544,97965,12.28,9.4,2.85
28-Jul-20,354.1,360,352.95,358.35,356.8691095,422987,5473,150950994,96623,22.84,7.05,4.25
29-Jul-20,360,378.2,356.9,373.9,371.1462564,1105278,15174,410219792,184219,16.67,21.3,13.9
30-Jul-20,376.4,378.05,364.2,366.7,370.175105,520362,9471,192625058,115798,22.25,13.85,-9.7
31-Jul-20,365.8,370.3,360.5,366.4,365.4983862,412696,6509,150839722,75595,18.32,9.8,0.6
03-Aug-20,364.5,376.65,362.45,373.25,371.8259546,475284,8012,176722927,110083,23.16,14.2,8.75
04-Aug-20,375.25,378,367.8,372.25,372.0609752,402836,5298,149879555,61899,15.37,10.2,-3
05-Aug-20,373.1,398,373.1,395.8,389.1474439,1246895,16335,485226002,141464,11.35,24.9,22.7
06-Aug-20,391.45,402.8,385.6,400.55,394.244443,887037,12068,349709408,74489,8.4,17.2,9.1
07-Aug-20,395.3,406.75,393.25,404,402.2389925,752986,11604,302880330,126582,16.81,13.5,8.7
10-Aug-20,404.6,411.45,399.6,410.15,406.2685369,458384,6599,186226997,56520,12.33,11.85,5.55
11-Aug-20,413.5,427.5,412.5,416.45,421.1359229,925775,11912,389877109,110814,11.97,15,2.95
12-Aug-20,414.45,417.45,407.55,414.75,412.7954659,401004,5513,165532633,52911,13.19,9.9,0.3
13-Aug-20,417.05,421.65,408.95,413.25,413.4871449,753435,9718,311535687,163907,21.75,12.7,-3.8
14-Aug-20,408.8,430.8,408.8,418.45,420.0321422,2482311,28623,1042650407,325352,13.11,22,9.65
17-Aug-20,418.5,429,414.2,424.95,423.7162666,713092,9836,302148680,68916,9.66,14.8,6.45
18-Aug-20,422.1,436.5,419.9,434.75,428.7434793,719096,9956,308307721,112618,15.66,16.6,12.65
19-Aug-20,435,435.5,429,431.8,431.5905217,561788,8936,242462376,112133,19.96,6.5,-3.2
20-Aug-20,425,438.25,423.05,432.4,432.5125268,663819,9751,287110033,133163,20.06,15.2,7.4
21-Aug-20,436.7,442,426.6,428.9,435.4718936,593352,7086,258388119,70057,11.81,15.4,-7.8
24-Aug-20,431.55,437.5,428.05,429.45,431.826638,378347,5804,163380313,104975,27.75,9.45,-2.1
25-Aug-20,430.6,432.5,421.5,424.05,426.0764591,358584,5082,152784201,69508,19.38,11,-6.55
26-Aug-20,424.9,427.55,422.15,424.95,424.7405243,293407,4851,124621843,73715,25.12,5.4,0.05
27-Aug-20,425.1,430.2,423.1,426.85,426.0113386,277459,4164,118200680,44228,15.94,7.1,1.75
28-Aug-20,429.8,437.9,423.1,424.1,429.1712961,765073,7825,328347371,102688,13.42,14.8,-5.7
31-Aug-20,426.1,430.05,410.5,413.2,420.1611779,531909,7178,223487512,83887,15.77,19.55,-12.9
01-Sep-20,413,432.4,412,429,422.4255055,645336,10701,272606386,169954,26.34,20.4,16
02-Sep-20,429,441.55,427.15,438.85,434.2577463,539290,9103,234190860,210223,38.98,14.4,9.85
03-Sep-20,441.65,443.75,436,437.85,439.0032631,336792,5461,147852787,82802,24.59,7.75,-3.8
04-Sep-20,427.05,433.75,419.15,421.3,427.4989864,357146,5380,152679553,66248,18.55,14.6,-5.75
07-Sep-20,425.5,428.25,418.55,422.4,423.1309353,254347,3981,107622084,30087,11.83,9.7,-3.1
08-Sep-20,425,425.45,402.3,404.95,413.405465,395790,5767,163621749,79250,20.02,23.15,-20.05
09-Sep-20,397.75,420,386.7,417.25,406.598808,1213414,13445,493372686,84541,6.97,33.3,19.5
10-Sep-20,424,425.65,401.25,407.9,412.1070639,844430,11291,347995568,125284,14.84,24.4,-16.1
11-Sep-20,409.95,412.3,402.6,407.4,407.0969572,335581,5346,136614004,45598,13.59,9.7,-2.55
14-Sep-20,409.05,414,402.3,404.2,407.6556221,332591,5370,135582591,72944,21.93,11.7,-4.85
15-Sep-20,407,410.3,403.7,405.25,406.6157149,354440,4094,144120874,58160,16.41,6.6,-1.75
16-Sep-20,406.9,410,402.6,404.55,405.6623859,197394,3756,80075321,41300,20.92,7.4,-2.35
17-Sep-20,404,407.4,393.4,398.7,398.817827,374567,6352,149383997,55338,14.77,14,-5.3
18-Sep-20,402,405.5,393.45,395.3,400.148023,464063,6419,185693892,94868,20.44,12.05,-6.7
21-Sep-20,395.25,399,371,373.25,383.1717478,503820,7916,193049590,123613,24.54,28,-22
22-Sep-20,374.9,378.65,358.2,374.2,369.8703187,602269,10236,222761427,63336,10.52,20.45,-0.7
23-Sep-20,376,377.55,356.7,361.25,362.4659021,670525,11750,243042449,128809,19.21,20.85,-14.75
24-Sep-20,359,359,343,343.85,349.5342222,380250,7079,132910388,81631,21.47,16,-15.15
25-Sep-20,348.95,355.8,344.4,351.9,350.6038779,315688,5376,110681437,43462,13.77,11.4,2.95
28-Sep-20,359,364.85,356,360.95,360.3743905,374892,5577,135101476,41310,11.02,8.85,1.95
29-Sep-20,363.6,371.6,361.8,370,366.7780337,398966,6120,146331965,37171,9.32,9.8,6.4
30-Sep-20,371.5,371.5,358,359.75,363.3257576,315876,4813,114765887,57815,18.3,13.5,-11.75
01-Oct-20,364.9,370.15,363.45,364.95,366.7127312,246292,3794,90318412,35019,14.22,6.7,0.05
05-Oct-20,369,385.25,369,382.15,380.8554362,903186,13381,343983298,237325,26.28,16.25,13.15
06-Oct-20,385.2,387,373.2,377.35,378.8121664,412136,5207,156122131,70719,17.16,13.8,-7.85
07-Oct-20,378.5,379.05,369.7,370.8,373.41991,197097,3069,73599944,53580,27.18,9.35,-7.7
08-Oct-20,372.25,382.9,371.9,373.55,377.5385078,368782,5097,139229406,45429,12.32,11,1.3
09-Oct-20,375.2,386.9,367.3,369.75,378.0995752,601485,8126,227421223,85680,14.24,19.6,-5.45
12-Oct-20,374.55,377.2,362.55,371,368.7509381,638769,8541,235546668,84075,13.16,14.65,-3.55
13-Oct-20,372.5,376.3,361.75,367.5,370.7117465,517770,4627,191943421,70792,13.67,14.55,-5
14-Oct-20,371.4,377,369.75,375.55,372.5854989,362344,5277,135004120,58360,16.11,7.25,4.15
15-Oct-20,380.45,388.5,371.6,373.75,381.354468,1577646,21507,601642351,268574,17.02,16.9,-6.7
16-Oct-20,375.6,395.75,375.45,393.85,387.2464743,941502,12826,364593330,149828,15.91,20.3,18.25
19-Oct-20,396.6,400,391.55,395.3,395.8818352,568968,10263,225244096,156349,27.48,8.45,-1.3
20-Oct-20,393.3,397.4,389.75,392,392.8711605,252081,4255,99035355,32256,12.8,7.65,-1.3
21-Oct-20,395.5,407.8,394.6,403.9,402.3735898,834739,12597,335876928,119732,14.34,13.2,8.4
22-Oct-20,402.8,413.35,400.1,409.95,408.1286308,515864,7492,210538868,47891,9.28,13.25,7.15
23-Oct-20,412,425.9,412,423.35,420.5292814,1161660,19213,488512045,334647,28.81,13.9,11.35
26-Oct-20,424.2,424.2,404.4,408.1,410.7159252,493620,6952,202737595,77166,15.63,19.8,-16.1
27-Oct-20,407.2,416.7,403.5,411,411.6089463,406714,6512,167407121,46710,11.48,13.2,3.8
28-Oct-20,411.05,418,400.5,402.3,407.8977287,598340,10077,244061527,115710,19.34,17.5,-8.75
29-Oct-20,399.1,405.05,395.55,401.25,400.3334326,560878,9338,224538215,150664,26.86,9.5,2.15
30-Oct-20,403.1,413,395.25,410.35,405.2815658,500153,6861,202702791,34461,6.89,17.75,7.25
02-Nov-20,412,412.4,398.85,402.8,405.3697164,358088,5147,145158031,57512,16.06,13.55,-9.2
03-Nov-20,408,412.15,404.7,406.8,408.2577535,340558,5459,139035444,47856,14.05,7.45,-1.2
04-Nov-20,408.1,415,401.55,403.9,405.8175505,642545,7252,260756038,235923,36.72,13.45,-4.2
05-Nov-20,410.55,427.9,408.8,425.45,420.076251,1368821,22359,575009194,684389,50,19.1,14.9
06-Nov-20,425.2,432.7,422.6,426.3,428.0313641,482143,7656,206372326,63996,13.27,10.1,1.1
09-Nov-20,428,439.8,427.5,437.6,433.9693716,658801,9277,285899456,210528,31.96,12.3,9.6
10-Nov-20,440,453,435.65,441.85,444.9567618,971802,13594,432409871,215927,22.22,17.35,1.85
11-Nov-20,442,477.15,439.55,474.5,460.262875,1508907,19734,694493874,318912,21.14,37.6,32.5
12-Nov-20,472.9,479.8,466.5,473.15,472.5663209,1010180,14439,477377046,155417,15.38,13.3,0.25
13-Nov-20,471.9,488,465.4,486.5,477.5619384,1083996,18233,517675231,335425,30.94,22.6,14.6
14-Nov-20,491.5,499.1,487,492.1,493.8720378,325729,5556,160868445,66741,20.49,12.1,0.6
17-Nov-20,504.7,530.8,502,522.8,522.7319488,2561186,35411,1338813749,304348,11.88,28.8,18.1
18-Nov-20,518.4,523.9,510.2,517,517.1837779,952563,22376,492650131,253234,26.58,13.7,-1.4
19-Nov-20,512.6,535.65,510,523.4,527.8814246,993368,18859,524380515,197242,19.86,25.65,10.8
20-Nov-20,525.55,541.65,521.2,532.55,531.3325346,859228,15586,456535791,123670,14.39,20.45,7
23-Nov-20,536.15,546,536.15,542.7,541.3076232,673782,13724,364723333,181124,26.88,9.85,6.55
24-Nov-20,546.95,550.4,541.5,548.15,546.8034191,753130,12628,411814059,303232,40.26,8.9,1.2
25-Nov-20,548.3,558.75,539.6,541,549.4823618,757562,14341,416266957,164056,21.66,19.15,-7.3
26-Nov-20,547.8,571,541.5,568.9,555.5133154,935195,17256,519513275,251532,26.9,29.5,21.1
27-Nov-20,570,582,563.1,577.85,573.8142886,1221223,18552,700755207,185194,15.16,18.9,7.85
01-Dec-20,590.5,590.5,577,585.55,583.7621055,635845,12930,371182216,149976,23.59,13.5,-4.95
02-Dec-20,585.55,607.5,584.35,604.25,600.1511229,1118818,17005,671459879,232488,20.78,23.15,18.7
03-Dec-20,608,624.8,607.65,620.9,619.4358608,1096451,22121,679181069,330769,30.17,17.15,12.9
04-Dec-20,621,632.4,615,622.6,624.9033726,913147,17201,570628640,215448,23.59,17.4,1.6
07-Dec-20,623,628.95,609.75,614.45,619.2180468,594831,10284,368330090,90337,15.19,19.2,-8.55
08-Dec-20,615.35,620.95,602.55,614.1,612.3781668,676593,12455,414330781,147642,21.82,18.4,-1.25
09-Dec-20,619,620.7,607.05,609.25,612.3927345,523435,9953,320547791,121733,23.26,13.65,-9.75
10-Dec-20,607.95,613.75,593.55,610.15,603.120441,667530,10297,402600988,86132,12.9,20.2,2.2
11-Dec-20,615.1,625.25,614.75,621.75,621.0977004,907632,15083,563728148,231457,25.5,10.5,6.65
14-Dec-20,625.35,638.7,620.3,626.7,631.5032814,853898,13091,539239389,268497,31.44,18.4,1.35
15-Dec-20,625.3,636.4,617.8,635.2,625.1048828,771061,7238,481993996,349563,45.34,18.6,9.9
16-Dec-20,640.25,649.4,638.25,643.35,643.9134462,494178,7488,318207859,99630,20.16,11.15,3.1
17-Dec-20,645,645.7,631.75,635.4,640.998346,498173,4955,319328069,258274,51.84,13.95,-9.6
18-Dec-20,638.9,640.9,628,631.4,634.5560396,702646,10033,445868263,208062,29.61,12.9,-7.5
21-Dec-20,625,627.6,585.55,595.15,607.5848277,790007,15796,479996267,170283,21.55,42.05,-29.85
22-Dec-20,594.55,610.55,584.55,601.25,597.7691447,869848,10846,519968295,225430,25.92,26,6.7
23-Dec-20,600,623.9,596.05,621.5,608.9462865,416115,13849,253391684,239591,57.58,27.85,21.5
24-Dec-20,625,637,619.3,622.25,627.5944616,532105,10473,333946151,111603,20.97,17.7,-2.75
28-Dec-20,629.5,635.35,626.6,632.8,631.2073043,366167,5523,231127285,125213,34.2,8.75,3.3
29-Dec-20,637,639.75,620.7,631.85,629.2698652,573842,8342,361101478,232199,40.46,19.05,-5.15
30-Dec-20,633.1,643.95,624.5,641.05,635.7433354,462892,5673,294280504,169680,36.66,19.45,7.95
31-Dec-20,636.9,653.3,636.35,643.55,645.2269672,715557,11978,461696673,174643,24.41,16.95,6.65
01-Jan-21,644,649.55,640.45,643.1,644.3145743,562557,5314,362463674,178889,31.8,9.1,-0.9
04-Jan-21,646.55,699.45,646.55,692.75,673.5441621,1788083,29892,1204352866,475670,26.6,52.9,46.2
05-Jan-21,686,693.6,675.15,680.7,683.1172133,710542,11203,485383471,100715,14.17,18.45,-5.3
06-Jan-21,683.2,696.3,674.95,683.95,685.4729487,1066528,17911,731076093,379169,35.55,21.35,0.75
07-Jan-21,691.6,731.35,691.6,722.75,718.7831366,1707019,30050,1226976471,405130,23.73,39.75,31.15
08-Jan-21,726.8,727.4,703.2,713,716.6676109,759366,10984,544213017,143366,18.88,24.2,-13.8
11-Jan-21,713.25,713.25,688.3,695.5,695.5095709,782631,13757,544327351,104539,13.36,24.95,-17.75
12-Jan-21,696.6,724.25,691.55,694.75,708.7527707,1037640,15663,735430225,110457,10.64,32.7,-1.85
13-Jan-21,703.2,714.7,693.15,709.2,705.1354712,719223,10991,507149649,79129,11,21.55,6
14-Jan-21,711,714.35,697.2,706.15,704.4070972,473931,8282,333840360,80227,16.93,17.15,-4.85
15-Jan-21,710,721.45,698,705.55,711.0695811,921414,12794,655189467,116579,12.65,23.45,-4.45
18-Jan-21,706,710,659.65,666.2,674.8636961,834129,16038,562923380,129643,15.54,50.35,-39.8
19-Jan-21,671,683.9,647.6,680.65,668.8728603,814466,14149,544774203,78509,9.64,36.3,9.65
20-Jan-21,695,699.45,682.45,690.15,689.9626566,933096,12600,643801395,76807,8.23,17,-4.85
21-Jan-21,693,694.75,661.9,666.8,678.2397281,825093,17338,559610852,149343,18.1,32.85,-26.2
22-Jan-21,670.4,675.85,633.95,646.95,653.0501425,1186818,27167,775051664,204655,17.24,41.9,-23.45
25-Jan-21,648.6,661.7,631.05,652.1,648.2349927,628262,11789,407261413,132879,21.15,30.65,3.5
27-Jan-21,652,652,623.6,625.8,635.1162145,612290,19136,388875307,139904,22.85,28.4,-26.2
28-Jan-21,618,630.5,614,623.95,622.5606299,688563,15687,428672215,230935,33.54,16.5,5.95
29-Jan-21,629.1,633.6,596.3,601.15,610.0732725,1250837,29570,763102222,190209,15.21,37.3,-27.95
01-Feb-21,604,639.9,597.45,636.15,617.7507154,1197980,26761,740053002,251970,21.03,42.45,32.15
02-Feb-21,640.6,647.8,624.35,641.7,638.2034029,850278,18457,542650313,175661,20.66,23.45,1.1
03-Feb-21,642.25,664,637.3,652.95,652.0999082,783219,17195,510737038,206736,26.4,26.7,10.7
04-Feb-21,653,663.5,638.8,656.1,653.777786,498479,8567,325894497,64064,12.85,24.7,3.1
05-Feb-21,657,690,651.5,685.15,672.9901918,1778404,33109,1196848449,394095,22.16,38.5,28.15
08-Feb-21,694.9,704.45,682.7,702.9,695.077852,1209448,23531,840660518,438460,36.25,21.75,8
09-Feb-21,706.5,716.3,691.7,699.55,707.1631645,980881,16463,693642912,127934,13.04,24.6,-6.95
10-Feb-21,713,724.4,680.4,690.25,697.8092658,2450547,48986,1710014403,292029,11.92,44,-22.75
11-Feb-21,690.25,704.6,683,694.5,693.6488149,626305,9304,434435721,95853,15.3,21.6,4.25
12-Feb-21,694.25,697.85,678.3,680.45,686.9838991,458855,7072,315225997,73341,15.98,19.55,-13.8
15-Feb-21,687.95,687.95,669.55,671.85,677.7046139,422806,6816,286537577,73083,17.29,18.4,-16.1
16-Feb-21,672.5,708.7,670,698.6,699.0595296,1323124,19656,924942441,176423,13.33,38.7,26.1
17-Feb-21,698.95,703.2,687.5,696.7,695.8600372,517852,7630,360352512,37949,7.33,15.7,-2.25
18-Feb-21,703,711,694.1,697.85,703.0377983,488302,7808,343294763,71411,14.62,16.9,-5.15
19-Feb-21,695.55,695.6,656,670.65,674.6634184,990072,19232,667965360,184012,18.59,39.6,-24.9
22-Feb-21,672.15,697.1,671,683.6,686.9458558,949428,14802,652205630,110595,11.65,26.1,11.45
23-Feb-21,689.2,736.6,682.3,729.5,713.5012931,1625959,22066,1160123849,350242,21.54,54.3,40.3
24-Feb-21,732,745,656.55,729.65,720.3395229,4879008,63054,3514542295,1572708,32.23,88.45,-2.35
25-Feb-21,733.1,752.85,731.6,742.9,742.3965382,1351779,24983,1003556050,520086,38.47,21.25,9.8
26-Feb-21,724,741.75,711.6,714.8,723.5258377,1034207,15340,748275486,210612,20.36,30.15,-9.2
01-Mar-21,725.9,738.15,711.8,730.2,728.2039855,764515,10518,556722870,171011,22.37,26.35,4.3
02-Mar-21,733.9,739.75,723.4,735.2,733.9246725,577784,7683,424049933,98820,17.1,16.35,1.3
03-Mar-21,739.1,782,739.1,776.7,772.5493125,1462024,23513,1129485636,383623,26.24,42.9,37.6
04-Mar-21,753,767.05,743.95,758.1,756.6329367,856133,14248,647778426,91448,10.68,23.1,5.1
05-Mar-21,750,756.15,727.1,733.3,741.2445505,880587,16865,652730315,132619,15.06,29.05,-16.7
08-Mar-21,744.9,751,735,737.35,744.3332776,544330,9971,405162933,93113,17.11,16,-7.55
09-Mar-21,743,750.9,702,706.6,724.1687175,918648,18874,665256144,179568,19.55,48.9,-36.4
10-Mar-21,716.4,729.7,703,724.2,713.2017029,777510,11676,554521456,212609,27.34,26.7,7.8
12-Mar-21,739,745.1,714.3,719.85,729.1965071,602472,9982,439320478,71055,11.79,30.8,-19.15
15-Mar-21,723.5,738.8,715.1,736.05,726.0161112,775670,8151,563148917,323872,41.75,23.7,12.55
16-Mar-21,740,740.55,719.5,724.05,725.5620558,538475,7251,390697028,83160,15.44,21.05,-15.95
17-Mar-21,725,725.95,700.4,704.4,712.8026998,508033,9591,362127294,96490,18.99,25.55,-20.6
18-Mar-21,716,723.15,698.15,704.95,712.9307951,651500,11376,464474413,124725,19.14,25,-11.05
19-Mar-21,703.5,736.7,681.2,733,711.2662447,995002,18414,707711336,228909,23.01,55.5,29.5
22-Mar-21,732,745.5,724.8,743.5,739.7921854,846495,13384,626230386,256622,30.32,20.7,11.5
23-Mar-21,745.5,749.55,733.5,740.95,740.7853246,665684,6640,493128938,145316,21.83,16.05,-4.55
24-Mar-21,735,735,699.05,703.4,713.4476,755286,13859,538856984,138006,18.27,35.95,-31.6
25-Mar-21,709,730.5,688.5,722.9,712.8550875,1921387,28518,1369670498,265234,13.8,42,13.9
26-Mar-21,730,774.85,725.4,766.65,757.1198313,1739654,26238,1317126543,241101,13.86,49.45,36.65
